,text,sad-watson,joy-watson,fear-watson,disgust-watson,anger-watson,sentiment-watson
265,Hey baby,0.0,0.0,0.0,0.0,0.0,0.0
266,Did you know that buying sex is illegal?,0.152622,0.009134,0.021729,0.535686,0.29762,0.0
267,ah that's too bad. i'm just hoping to know how you are. we're judgement free.,0.768036,0.01345,0.181732,0.074544,0.099482,-0.896062
268,Were you aware of that?,0.0,0.0,0.0,0.0,0.0,0.0
269,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084107,0.003624,0.490256,0.376196,0.455092,-0.761636
270,okay...where in Redford am I going?,0.414593,0.063387,0.462213,0.047138,0.189741,0.0
271,hellllo,0.0,0.0,0.0,0.0,0.0,0.0
272,"So Brittany is not here right now, but I was wondering if you would be willing to have a conversation with me? It would really help me out!",0.267547,0.458458,0.039116,0.041487,0.108601,-0.883298
273,Stay with don't cut off this text - its important you stay with me,0.123035,0.595163,0.109653,0.036847,0.091082,0.607874
274,"The business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084107,0.003624,0.490256,0.376196,0.455092,-0.790438
275,incall or outcall?,0.140657,0.111159,0.099721,0.08522,0.10245,0.0
276,"The business of prostitution is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084107,0.003624,0.490256,0.376196,0.455092,-0.816152
277,what are u lookn 4,0.151545,0.174219,0.093654,0.072945,0.08686,0.0
278,Wowwww. Bye.,0.0,0.0,0.0,0.0,0.0,0.0
279,Cost will be worth it...,0.047703,0.391603,0.01757,0.03192,0.152428,0.633654
280,I am glad to hjear that. Have a nice night.,0.003047,0.9573,0.01372,0.002298,0.00322,0.963922
281,what ya looking for?,0.048184,0.542925,0.14551,0.094836,0.096357,0.0
282,"Look brother, I'm just asking you to consider that it might not be a good thing. Even it it were legal.",0.07979,0.699296,0.057792,0.053489,0.124973,0.562384
283,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
284,Hey! U still there?,0.32385,0.206199,0.084395,0.082188,0.155318,0.0
285,"I'm not.  Not exactly what you expected, but I'm a guy trying to help out other guys.  Sorry to not be what you are looking for tonight.",0.526618,0.08673,0.21689,0.052518,0.086077,-0.847565
286,"hey kevin, im doin great.  whatcha up to",0.023454,0.559758,0.032141,0.015768,0.011557,0.960023
287,hi hunk,0.0,0.0,0.0,0.0,0.0,0.0
288,You too.Don't forget what a good man you are.,0.06498,0.780693,0.042421,0.05156,0.047596,0.757283
289,Maybe. What'd you have in mind?,0.166996,0.131216,0.176371,0.052682,0.147496,0.0
290,im sure you dont.,0.107156,0.236718,0.080661,0.020435,0.13376,0.0
291,"That's me, what's up?",0.0,0.0,0.0,0.0,0.0,0.0
292,heyy how r u?,0.0,0.0,0.0,0.0,0.0,0.0
293,What exactly are you looking for?,0.087298,0.230191,0.041757,0.147069,0.060224,0.0
294,Good night and God bless you,0.04586,0.931904,0.011476,0.00275,0.007327,0.978591
295,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.,0.217796,0.027592,0.248238,0.530015,0.202949,0.0
296,yep,0.0,0.0,0.0,0.0,0.0,0.0
297,"With men buying women? Um, yes. Where else would it be?",0.185332,0.080942,0.069138,0.535016,0.176589,0.0
298,u didn't see my ad? howd you find my number?,0.079207,0.035997,0.131148,0.140285,0.100108,0.0
299,"I'm up for it, U got roses?",0.141424,0.228493,0.257712,0.133286,0.138061,0.0
300,"no, just work is a lot more stressful wit everything",0.603373,0.041719,0.411929,0.031313,0.161257,-0.953843
301,hey,0.0,0.0,0.0,0.0,0.0,0.0
302,"If you are prosecuted you face expensive fines. If the girl is a minor, the penalties increase dramatically and can ruin your life. You may also have to register as a Sex Offender. These penalties are for first time offenders. If you respond to one of these ads again, these things could happen to you. \n\nDo you understand sir?",0.586709,0.08959,0.169384,0.23854,0.148083,-0.797788
303,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
304,depends..what r u looking for?,0.01918,0.422683,0.019353,0.014235,0.036623,0.0
305,I'm old enough to drink. ;),0.063198,0.788011,0.028118,0.032326,0.045598,0.954672
306,where r u?,0.0,0.0,0.0,0.0,0.0,0.0
307,I'm done ,0.0,0.0,0.0,0.0,0.0,0.0
308,You still there?,0.916667,0.0,0.931034,0.0,0.0,0.0
309,full service?,0.0,0.0,0.0,0.0,0.0,0.0
310,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
311,Some as young as 12 years old!,0.516879,0.233001,0.084615,0.196005,0.137908,0.610869
312,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084107,0.003624,0.490256,0.376196,0.455092,-0.761636
313,haha sure :),0.0,0.0,0.0,0.0,0.0,0.0
314,you speak of harassing,0.118655,0.086813,0.073843,0.376935,0.563368,-0.721212
315,whats up,0.0,0.0,0.0,0.0,0.0,0.0
316,hey ??,0.0,0.0,0.0,0.0,0.0,0.0
317,That's how it is just about every single one of us.,0.345744,0.237392,0.141886,0.137938,0.052786,0.571997
318,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084107,0.003624,0.490256,0.376196,0.455092,-0.761636
319,no,0.0,0.0,0.0,0.0,0.0,0.0
320,how r u?,0.0,0.0,0.0,0.0,0.0,0.0
321,Eva is in the house,0.153249,0.297664,0.307416,0.055919,0.13021,0.0
322,"so so good, what about you chief? :)",0.014548,0.913113,0.025875,0.004384,0.044945,0.902946
323,call me back ,0.0,0.0,0.0,0.0,0.0,0.0
324,call me!,0.0,0.0,0.0,0.0,0.0,0.0
325,i can do whatever! ,0.0,0.0,0.0,0.0,0.0,0.682724
326,Are you aware that many of the girls who get involved in prostitution are minors?,0.097124,0.063197,0.178392,0.549852,0.132495,-0.66791
327,Choose real relationship.,0.582158,0.276269,0.071404,0.03322,0.021135,0.0
328,hour of wut ??,0.200514,0.113377,0.169997,0.11842,0.234412,-0.737081
329,I thought you were going to call,0.336612,0.108995,0.228591,0.126578,0.175502,0.0
330,Sir It does not really matter because I am part of a group that is trying to interrupt the online sex business. I am going to send you some information to read.,0.264405,0.162805,0.263522,0.214281,0.059757,-0.476204
331,"Sorry Babe, all cleaned up and ready for the evening! You still avail?",0.20374,0.421928,0.262601,0.01274,0.021121,-0.491337
332,"Listen man, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.080543,0.005285,0.461881,0.398071,0.465986,-0.761376
333,We find that most guys don't know that online girls are trapped,0.287015,0.258358,0.212353,0.153875,0.094121,-0.91967
334,u still there?,0.0,0.0,0.0,0.0,0.0,0.0
335,but where r u coming from?,0.205901,0.266129,0.139861,0.070827,0.115573,0.0
336,wht u lookn 4? in or out?,0.129603,0.067294,0.105001,0.094694,0.12019,0.0
337,?,0.0,0.0,0.0,0.0,0.0,0.0
338,got it,0.0,0.0,0.0,0.0,0.0,0.0
339,Everything could be expensive.... ,0.538883,0.025906,0.15274,0.078197,0.095217,-0.561802
340,certainly,0.0,0.0,0.0,0.0,0.0,0.0
341,Hi,0.0,0.0,0.0,0.0,0.0,0.0
342,Really good! How can I help???,0.020025,0.875133,0.038067,0.002252,0.042238,0.835976
343,hey there!,0.0,0.0,0.0,0.0,0.0,0.0
344,Please look at www.slaadfw.org or www.valianthearts.org/conquerers/ for help. \n\nwww.ThinkTwiceTexas.com has great info to learn more about the exploitation of these girls.\n\nPlease see women as humans not objects for sale. You can do this. You are not alone.\n\nPlease see women as humans not objects for sale. You can do this.,0.030111,0.357344,0.01591,0.0116,0.020065,0.945336
345,So here's the deal Your # was previously recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.105979,0.012316,0.242986,0.525197,0.163581,-0.826009
346,yes,0.0,0.0,0.0,0.0,0.0,0.0
347,is that your rate or mine?,0.275181,0.102577,0.199793,0.201,0.21565,0.0
348,"Sorry I was away for a sec, you still there?",0.59912,0.001653,0.430698,0.103294,0.110429,-0.866036
349,Are you interested in knowing how this works though? I can definitely give you an educational discount. ;),0.078966,0.598215,0.070903,0.015156,0.059211,0.979861
350,They're being tricked and you can try to feel good about it but selling yourself every night to four or five men is no way for any one to live,0.157102,0.690027,0.112213,0.012312,0.054789,-0.73985
351,"oh ok sorry, i dont manage all that...",0.276828,0.018877,0.350021,0.034312,0.034137,-0.951026
352,what can i do 4 u tonight?,0.278604,0.364155,0.288118,0.039991,0.036243,0.0
353,"hey sorry, wasn't by my phone",0.157123,0.017782,0.297296,0.025556,0.036864,-0.920444
354,Best of luck moving forward,0.051137,0.699205,0.049778,0.003389,0.018845,0.99085
355,call me...  let's set it up ??,0.098094,0.057463,0.039094,0.045173,0.279503,0.0
356,Heyyy,0.0,0.0,0.0,0.0,0.0,0.0
357,Are you aware that buying sex is illegal?,0.115446,0.007511,0.048548,0.585007,0.174748,0.0
358,what you lookin for,0.0,0.0,0.0,0.0,0.0,0.0
359,hi there :),0.0,0.0,0.0,0.0,0.0,0.0
360,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
361,hi there ;),0.0,0.0,0.0,0.0,0.0,0.0
362,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
363,How do you know she's not being forced to do it?,0.217479,0.051629,0.098597,0.069334,0.112986,0.0
364,u with me?,0.0,0.0,0.0,0.0,0.0,0.0
365,"If you are prosecuted you face expensive fines. If the girl is a minor, the penalties increase dramatically and can ruin your life. You may also have to register as a Sex Offender. These penalties are for first time offenders. If you respond to one of these ads again, these things could happen to you. \n\nDo you understand sir?",0.586709,0.08959,0.169384,0.23854,0.148083,-0.797788
366,can i send you some ways to learn about the reality of what these girls go through?,0.314299,0.441555,0.09644,0.04268,0.172105,0.0
367,what u lookin 4,0.151545,0.175795,0.122409,0.068043,0.08686,0.0
368,whadsup,0.0,0.0,0.0,0.0,0.0,0.0
369,"The business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084107,0.003624,0.490256,0.376196,0.455092,-0.790438
370,"you may think I'm messing with you, but I'm really not.  I'm trying to raise awareness that this business these ads are a front for human trafficking.   ",0.290153,0.092299,0.132571,0.302395,0.200254,-0.939312
371,You are absolutely charming!  ??,0.075268,0.194253,0.065109,0.396175,0.211673,0.945462
372,It's a little scary with this whole COVID thing going on.,0.087333,0.040478,0.904663,0.046144,0.076675,-0.914692
373,"ok, what else would you like?",0.11778,0.065117,0.109677,0.046075,0.123024,0.0
374,"Sorry man we got disconnected.  I know this isn't what you were expecting, but I've got some important things you should hear.  This business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\n",0.121778,0.010527,0.605094,0.148821,0.474177,-0.659979
375,im mobile,0.0,0.0,0.0,0.0,0.0,0.0
376,So your phone # has been added to our list but I was wondering if you'd be willing to have a quick conversation. Your cooperation will be very helpful.,0.168287,0.506901,0.01296,0.015448,0.059759,0.960405
377,i'm good sean,0.0,0.0,0.0,0.0,0.0,0.0
378,"of course, what do u have n mind",0.046917,0.534888,0.077224,0.024339,0.161115,0.0
379,"women don't become prostitutes because it sounds like a good career decision.  They often feel like they have no other choice, and sadly, there are men out there who are willing to pay for sex with them and that creates demand, which encourages pimps to recruit more and more girls to control.",0.569778,0.170761,0.043982,0.26681,0.097586,-0.345073
380,Did you get a chance to read my last text about the legal penalties for getting busted?,0.506129,0.032418,0.333688,0.13025,0.273012,-0.901556
381,well do u \nwant in or outcall ,0.087608,0.600709,0.069037,0.020103,0.022312,0.0
382,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
383,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
384,"On my post, what website are you on?",0.142582,0.154505,0.065992,0.112462,0.183003,0.0
385,Hi what would like?,0.044109,0.059086,0.046197,0.054974,0.11533,0.0
386,no free spank bank,0.151545,0.174219,0.093654,0.072945,0.08686,-0.735887
387,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
388,"At a minimum, I'm assuming that you found this phone number in an ad with the following title:  ??Super Freak????Fetish Friendly????Classy and Nasty????Ready Now??",0.057523,0.000253,0.178597,0.183579,0.38256,-0.879991
389,"well if you were looking for something else  I wanted to let you know that  the ad you may/may not have saw and the site that it is on\n is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.06519,0.00252,0.514933,0.292227,0.384446,-0.769207
390,you said you come across multiple women and none of them are minors. what do you mean?,0.327795,0.106645,0.209124,0.368976,0.188501,-0.836507
391,Caring about other people is what's right.,0.341735,0.308498,0.030287,0.152988,0.177656,0.0
392,Dave i hope you have a good night Please Please don't call any of these ads again.  You are a better man than this.  God Bless you.  Prayers for you,0.076442,0.870225,0.024828,0.00862,0.018631,0.800077
393,"Hey, how's it go'in",0.169665,0.25993,0.110383,0.053408,0.100102,0.733329
394,"hey there! I'm doing great, thanks for asking :) how are you?",0.002395,0.658701,0.003453,0.004893,0.012693,0.954338
395,Where r u?,0.0,0.0,0.0,0.0,0.0,0.0
396,What's your name?,0.0,0.0,0.0,0.0,0.0,0.0
397,definitely.,0.0,0.0,0.0,0.0,0.0,0.0
398,Your # was previously recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.105736,0.013966,0.234844,0.584276,0.141328,-0.783715
399,"Si te procesan, te enfrentas a multas costosas. Si la chica es menor de edad, las penas aumentan dramáticamente y pueden arruinar su vida. Es posible que también tenga que registrarse como delincuente sexual. Estas sanciones son para los infractores por primera vez. Si vuelves a responder a uno de estos anuncios, estas cosas podrían sucederte. \n\nEntiende señor?\nDo you understand sir?",0.0,0.0,0.0,0.0,0.0,-0.742258
400,I really hope you have a good night... That you find true companionship and your cancer improves.,0.248034,0.617302,0.107522,0.041125,0.007511,0.923731
401,I can't wait to play  ??,0.185831,0.109225,0.120433,0.134737,0.164041,0.296616
402,"ok, well i could make it out there in like 45 min if that works?",0.269073,0.333266,0.159752,0.075463,0.1079,0.549866
403,"If you are prosecuted you face expensive fines. If the girl is a minor, the penalties increase dramatically and can ruin your life. You may also have to register as a Sex Offender. These penalties are for first time offenders. If you respond to one of these ads again, these things could happen to you. \n\nDo you understand sir?",0.586709,0.08959,0.169384,0.23854,0.148083,-0.797788
404,wht urlkn 4,0.0,0.0,0.0,0.0,0.0,0.0
405,no police,0.0,0.0,0.0,0.0,0.0,0.0
406,i want to be helpful,0.413659,0.39661,0.003317,0.033109,0.143593,0.900969
407,still interested ?,0.112847,0.367771,0.038122,0.112759,0.072261,0.0
408,hey hey,0.0,0.0,0.0,0.0,0.0,0.0
409,Hi. ,0.0,0.0,0.0,0.0,0.0,0.0
410,ok were you aware of that ma'am?,0.123678,0.043518,0.219276,0.169933,0.04411,0.0
411,Can I hear a little about you first?,0.16076,0.222171,0.115988,0.138875,0.085819,0.0
412,God bless you!,0.03916,0.929534,0.009573,0.002151,0.020913,0.971821
413,Do you think you can stay in this conversation?,0.217351,0.132749,0.114704,0.135755,0.154672,0.0
414,there is a better way. these adds are not the way to go. you should have a committed relationship with someone who cares about you,0.511066,0.301025,0.077799,0.047134,0.12974,-0.449584
415,Please look at sa-detroit.com. Please see women as humans not objects for sale. You can do this. You are not alone.\n,0.194239,0.095611,0.119471,0.063193,0.02629,0.0
416,I can be :) Call me,0.009664,0.852132,0.004661,0.00636,0.025118,0.670708
417,you responded to a sex add,0.08778,0.062051,0.073067,0.225191,0.069585,0.0
418,I listen to First Wave on satellite radio all the time. It all 80's with an English DJ.,0.174961,0.694241,0.068657,0.02669,0.013871,0.81952
419,i thought you said you were married?,0.095194,0.495479,0.06928,0.128864,0.165695,0.0
420,whats nuru,0.0,0.0,0.0,0.0,0.0,0.0
421,u ever do this b4?,0.165781,0.351476,0.07943,0.256274,0.212649,0.0
422,that my king,0.0,0.0,0.0,0.0,0.0,0.0
423,"Are you still there? This business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?\n",0.086341,0.002217,0.488255,0.365596,0.461938,-0.790149
424,There are places that you can go to get help that are anonymous,0.235456,0.40512,0.144524,0.020715,0.069452,0.0
425,"Yeah, this is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.089647,0.003109,0.49477,0.369426,0.453325,-0.758713
426,You've attempted to buy sex on 19 different occasions and your number has been recorded each time.,0.300623,0.081056,0.049599,0.29386,0.083178,0.0
427,What want?,0.0,0.0,0.0,0.0,0.0,0.0
428,hey there ,0.0,0.0,0.0,0.0,0.0,0.0
429,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
430,May I text you information on where to get anonymous help?,0.096423,0.165882,0.103676,0.007403,0.097631,0.0
431,Your # was previously recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.105736,0.013966,0.234844,0.584276,0.141328,-0.783715
432,hey there,0.0,0.0,0.0,0.0,0.0,0.0
433,thart would be great,0.061565,0.779585,0.039309,0.03443,0.010292,0.92387
434,ups,0.0,0.0,0.0,0.0,0.0,0.0
435,the rest of us are a mess,0.558605,0.023254,0.115468,0.218004,0.211166,-0.952474
436,it on the ad,0.0,0.0,0.0,0.0,0.0,0.0
437,you looking for angelica?,0.062632,0.291267,0.037199,0.103681,0.028298,0.0
438,which sack?? ??,0.0,0.0,0.0,0.0,0.0,0.0
439,yeahh come on up!!,0.136573,0.497613,0.111181,0.05274,0.102308,0.906152
440,what u lookn 4,0.151545,0.174219,0.093654,0.072945,0.08686,0.0
441,whuts on your mind,0.102913,0.440181,0.089385,0.045921,0.106231,0.75088
442,yes I am,0.0,0.0,0.0,0.0,0.0,0.0
443,ok,0.0,0.0,0.0,0.0,0.0,0.0
444,not exactly... ,0.0,0.0,0.0,0.0,0.0,0.0
445,what you are trying to do,0.0,0.0,0.0,0.0,0.0,0.0
446,moto city... out/in?,0.154671,0.127926,0.062749,0.050024,0.055157,0.0
447,whatz ur pleasure hon?,0.016975,0.51917,0.029896,0.045229,0.04512,0.876428
448,i'm here :-),0.0,0.0,0.0,0.0,0.0,0.0
449,English?,0.0,0.0,0.0,0.0,0.0,0.0
450,"When, what, where?",0.0,0.0,0.0,0.0,0.0,0.0
451,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
452,call me!,0.0,0.0,0.0,0.0,0.0,0.0
453,"This kind of stuff seriously destroys us as men, and the people around us... especially our families.",0.341105,0.092639,0.084824,0.255839,0.521668,-0.912359
454,yes,0.0,0.0,0.0,0.0,0.0,0.0
455,I would recommend a dating website over a website that encourages prostitution.,0.089941,0.107675,0.013893,0.140742,0.070618,0.0
456,depends on what you want baby?? give me a call and we can figure it out,0.185372,0.349604,0.111512,0.05109,0.11327,0.0
457,"well, what u want?",0.190987,0.199853,0.097771,0.049522,0.08948,0.0
458,"OK Matt, like I said, you sound like a nice guy so I'm going to go easy... ",0.152826,0.664108,0.08918,0.046618,0.069904,0.885317
459,can you call?,0.0,0.0,0.0,0.0,0.0,0.0
460,what do you really want to do,0.784545,0.058079,0.160204,0.036631,0.144109,0.0
461,near airport,0.0,0.0,0.0,0.0,0.0,0.0
462,"Most guys haven't heard about this topic. They appear to be independent, but we spoken with survivors of trafficking and they are not getting paid",0.184879,0.229887,0.122508,0.108475,0.061043,-0.911854
463,what u lookin for?,0.140657,0.113121,0.128839,0.077594,0.10245,0.0
464,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
465,"Hey Steve, are you still r",0.083606,0.187979,0.093531,0.024694,0.190658,0.0
466,call so we can talk,0.386357,0.047693,0.170196,0.127038,0.197666,0.0
467,doin great..u?,0.0,0.0,0.0,0.0,0.0,0.0
468,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084107,0.003624,0.490256,0.376196,0.455092,-0.761636
469,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084107,0.003624,0.490256,0.376196,0.455092,-0.761636
470,"You sound like a good guy, I don't want you to walk into this. It's bad for you and for them",0.379818,0.277489,0.19538,0.203471,0.129465,-0.798674
471,nothin hard...just green,0.069298,0.546354,0.0195,0.193536,0.10268,0.336429
472,what happens at 10:00 PM,0.354809,0.035682,0.175418,0.010418,0.065112,0.0
473,wat are u looking for?,0.077651,0.325827,0.17955,0.156363,0.036466,0.0
474,"The business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084107,0.003624,0.490256,0.376196,0.455092,-0.790438
475,Your # was previously recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.,0.203691,0.024744,0.267035,0.431298,0.175905,0.0
476,hello,0.0,0.0,0.0,0.0,0.0,0.0
477,pictures ,0.0,0.0,0.0,0.0,0.0,0.0
478,Really?>,0.0,0.0,0.0,0.0,0.0,0.0
479,BE CAREFUL stay off these sites.  We're not law enforcement but share info with them and they are out busting these places.,0.164973,0.143082,0.075935,0.12945,0.225541,-0.628443
480,how r u sweety,0.151545,0.176706,0.093654,0.072945,0.08686,0.0
481,come find me hun,0.057807,0.456338,0.494942,0.018043,0.036087,0.368821
482,"The business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084107,0.003624,0.490256,0.376196,0.455092,-0.790438
483,"It's incredibly destructive and ruins lives, including your own. I want something better than this for you",0.539403,0.105949,0.127659,0.042523,0.350888,-0.912561
484,no freebies tonite - what u lookin 4,0.151545,0.175795,0.122409,0.068043,0.08686,-0.84528
485,May I text you information on where to get anonymous help?,0.096423,0.165882,0.103676,0.007403,0.097631,0.0
486,just need to have an honest convo with you for a sec. your cooperation will be noted.,0.25753,0.072202,0.250338,0.098482,0.177536,0.822223
487,Hi friend. You may not know Candence but you have contacted this escort ad before right?,0.09182,0.182961,0.041472,0.108019,0.169183,0.0
488,hey there honey,0.04571,0.689564,0.012826,0.037571,0.019782,0.793735
489,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
490,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084107,0.003624,0.490256,0.376196,0.455092,-0.761636
491,sorry?,0.0,0.0,0.0,0.0,0.0,0.0
492,Your # was previously recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.105736,0.013966,0.234844,0.584276,0.141328,-0.783715
493,"But by using their body, you are hurting them -- you are devaluing them as a human being.",0.664167,0.005524,0.224449,0.303097,0.121155,-0.909869
494,heyyy ;),0.0,0.0,0.0,0.0,0.0,0.0
495,that ok with u? ,0.147829,0.108485,0.157569,0.069708,0.07865,0.0
496,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?\n,0.103753,0.014069,0.214048,0.624517,0.144283,-0.387227
497,hello babe,0.0,0.0,0.0,0.0,0.0,0.0
498,Would you be open to receiving resources for sex addiction?,0.117715,0.108543,0.037072,0.187194,0.053816,0.0
499,"yup, you've seen em in the ad",0.059218,0.135149,0.058218,0.135128,0.05841,0.0
500,hey boy nice ink!,0.048633,0.833481,0.011581,0.023122,0.035153,0.937358
501,How are you?,0.0,0.0,0.0,0.0,0.0,0.0
502,"slow night just lookin for some cheddar, u need services?",0.521062,0.025788,0.164985,0.077181,0.241908,0.0
503,u still there?,0.0,0.0,0.0,0.0,0.0,0.0
504,Are you aware that prostitution is illegal?,0.100216,0.0065,0.103975,0.337209,0.30416,-0.676454
505,I am now...!,0.0,0.0,0.0,0.0,0.0,0.0
506,I like fun... ??  give me shout,0.033018,0.743872,0.019583,0.047838,0.122606,0.887186
507,:(,0.0,0.0,0.0,0.0,0.0,0.0
508,It's been so nice talking.,0.033256,0.894481,0.023057,0.009497,0.023779,0.957936
509,"Sure, what are you looking for?",0.089665,0.204824,0.06515,0.049588,0.08364,0.0
510,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
